Standing,Team,Total,P,K,P.1,K.1,P.2,K.2,P.3,K.3,Lobby,Round,P.4,K.4,P.5,K.5,Split
8.0,EXAgents,25,9,2,20,0,10,5,4,9,Lobby 3,Quarterfinals,,,,,Split_2
9.0,Yin & Yang,22,4,14,15,0,11,1,16,0,Lobby 3,Quarterfinals,,,,,Split_2
10.0,POSKITINO,17,5,2,7,2,18,0,7,3,Lobby 3,Quarterfinals,,,,,Split_2
11.0,Revised,16,6,3,11,1,15,1,9,4,Lobby 3,Quarterfinals,,,,,Split_2
12.0,MHG,14,14,0,12,0,17,3,3,2,Lobby 3,Quarterfinals,,,,,Split_2
13.0,CAA,12,19,0,8,6,19,0,6,1,Lobby 3,Quarterfinals,,,,,Split_2
14.0,CBM,11,18,0,13,1,9,3,14,3,Lobby 3,Quarterfinals,,,,,Split_2
15.0,SLOTH,11,12,0,4,1,6,0,13,0,Lobby 3,Quarterfinals,,,,,Split_2
16.0,HC,10,20,0,5,2,5,0,18,0,Lobby 3,Quarterfinals,,,,,Split_2
17.0,MXGamers,10,8,0,17,0,3,1,19,0,Lobby 3,Quarterfinals,,,,,Split_2
18.0,Underdogs,4,17,0,9,2,20,0,20,0,Lobby 3,Quarterfinals,,,,,Split_2
19.0,U-2,2,15,0,18,1,16,0,17,0,Lobby 3,Quarterfinals,,,,,Split_2
20.0,N U M,2,16,0,16,0,13,0,15,0,Lobby 3,Quarterfinals,,,,,Split_2
1.0,TPM,58,1,15,15,0,2,13,7,5,Lobby 4,Quarterfinals,,,,,Split_2
2.0,AST,54,11,1,13,0,1,13,1,14,Lobby 4,Quarterfinals,,,,,Split_2
3.0,ChadP,38,2,2,2,13,14,1,13,2,Lobby 4,Quarterfinals,,,,,Split_2
4.0,AE,34,4,3,7,5,5,12,15,1,Lobby 4,Quarterfinals,,,,,Split_2
5.0,Landry,32,3,5,16,4,3,5,14,3,Lobby 4,Quarterfinals,,,,,Split_2
6.0,ASUR,32,6,4,5,2,8,0,2,8,Lobby 4,Quarterfinals,,,,,Split_2
7.0,UNDD,32,10,5,1,7,4,1,19,0,Lobby 4,Quarterfinals,,,,,Split_2
8.0,SKSQ,24,5,5,9,5,13,0,6,4,Lobby 4,Quarterfinals,,,,,Split_2
9.0,DSR,20,13,1,3,8,15,0,9,0,Lobby 4,Quarterfinals,,,,,Split_2
10.0,GSG,16,7,6,11,0,20,0,10,4,Lobby 4,Quarterfinals,,,,,Split_2
11.0,Anarchy,16,9,3,12,3,18,0,5,3,Lobby 4,Quarterfinals,,,,,Split_2
12.0,ZLB,16,19,0,20,0,10,0,3,7,Lobby 4,Quarterfinals,,,,,Split_2
13.0,CRB,15,8,0,6,4,6,3,16,0,Lobby 4,Quarterfinals,,,,,Split_2
14.0,BABL,11,14,2,10,3,16,1,8,0,Lobby 4,Quarterfinals,,,,,Split_2
15.0,DG,9,15,0,4,0,19,0,12,2,Lobby 4,Quarterfinals,,,,,Split_2
16.0,YFP,8,12,0,19,0,11,3,11,2,Lobby 4,Quarterfinals,,,,,Split_2
17.0,GIBBY,7,18,0,14,0,12,0,4,0,Lobby 4,Quarterfinals,,,,,Split_2
18.0,RELENT,6,20,0,8,1,7,0,17,0,Lobby 4,Quarterfinals,,,,,Split_2
19.0,trash,5,17,1,18,0,9,0,18,2,Lobby 4,Quarterfinals,,,,,Split_2
20.0,trippin,3,16,0,17,0,17,3,20,0,Lobby 4,Quarterfinals,,,,,Split_2
1.0,RDM,88,1,23,3,5,5,8,2,14,Lobby 1,Semifinals,16.0,2.0,15.0,3.0,Split_2
2.0,TRP,70,17,1,4,5,1,18,1,8,Lobby 1,Semifinals,14.0,6.0,11.0,1.0,Split_2
3.0,BBB,60,4,5,15,0,15,1,4,8,Lobby 1,Semifinals,1.0,11.0,6.0,8.0,Split_2
4.0,FBOSS,59,2,5,2,6,6,2,17,0,Lobby 1,Semifinals,3.0,1.0,3.0,10.0,Split_2
5.0,MM,49,5,9,17,1,4,5,15,3,Lobby 1,Semifinals,12.0,6.0,4.0,9.0,Split_2
6.0,SHEESH,48,6,1,13,4,8,5,7,4,Lobby 1,Semifinals,15.0,3.0,1.0,9.0,Split_2
7.0,North,40,15,0,10,12,7,6,3,6,Lobby 1,Semifinals,13.0,0.0,9.0,0.0,Split_2
8.0,CDE,37,9,0,1,15,19,0,13,0,Lobby 1,Semifinals,5.0,0.0,10.0,1.0,Split_2
9.0,RL,37,19,0,5,2,10,0,14,0,Lobby 1,Semifinals,4.0,8.0,2.0,6.0,Split_2
10.0,iRL,35,7,0,11,3,17,0,10,1,Lobby 1,Semifinals,2.0,13.0,7.0,0.0,Split_2
11.0,Revenge,31,3,3,18,0,2,4,12,1,Lobby 1,Semifinals,8.0,1.0,18.0,3.0,Split_2
12.0,GP,22,8,4,7,1,9,5,11,0,Lobby 1,Semifinals,7.0,0.0,14.0,0.0,Split_2
13.0,CIMJ,21,10,0,14,3,13,0,9,0,Lobby 1,Semifinals,6.0,2.0,5.0,3.0,Split_2
14.0,ShameAssist,15,14,0,6,1,18,0,16,2,Lobby 1,Semifinals,10.0,2.0,12.0,3.0,Split_2
15.0,UORG,13,12,1,16,0,14,3,8,0,Lobby 1,Semifinals,9.0,3.0,17.0,0.0,Split_2
16.0,PÂTÉ,12,11,0,8,0,12,0,5,3,Lobby 1,Semifinals,18.0,0.0,13.0,0.0,Split_2
17.0,VHS,10,13,0,12,0,20,0,6,4,Lobby 1,Semifinals,11.0,0.0,19.0,0.0,Split_2
18.0,VOID,10,18,2,20,0,3,1,19,0,Lobby 1,Semifinals,20.0,0.0,20.0,0.0,Split_2
19.0,ZERO,5,20,0,9,0,16,0,18,0,Lobby 1,Semifinals,17.0,0.0,8.0,1.0,Split_2
20.0,OYO,4,16,0,19,0,11,3,20,0,Lobby 1,Semifinals,19.0,0.0,16.0,0.0,Split_2
1.0,WING,69,8,8,3,15,1,11,20,2,Lobby 2,Semifinals,5.0,6.0,10.0,0.0,Split_2
2.0,ChadP,57,6,2,18,0,2,7,13,0,Lobby 2,Semifinals,1.0,9.0,2.0,5.0,Split_2
3.0,TPM,54,20,0,2,9,20,0,4,9,Lobby 2,Semifinals,8.0,1.0,1.0,7.0,Split_2
4.0,ASUR,49,12,0,1,7,13,3,12,1,Lobby 2,Semifinals,2.0,3.0,4.0,6.0,Split_2
5.0,SKSQ,46,11,3,4,2,6,6,6,0,Lobby 2,Semifinals,9.0,6.0,3.0,8.0,Split_2
6.0,POSKITINO,46,18,0,6,5,4,2,2,8,Lobby 2,Semifinals,3.0,3.0,15.0,3.0,Split_2
7.0,HVND,45,13,5,19,0,9,6,7,3,Lobby 2,Semifinals,4.0,11.0,9.0,7.0,Split_2
8.0,UNDD,40,1,11,8,3,14,0,15,0,Lobby 2,Semifinals,13.0,1.0,7.0,5.0,Split_2
9.0,AST,38,15,3,12,1,17,1,3,12,Lobby 2,Semifinals,10.0,0.0,5.0,6.0,Split_2
10.0,EX,33,19,0,11,4,15,4,5,8,Lobby 2,Semifinals,6.0,6.0,13.0,1.0,Split_2
11.0,HVNDS,33,2,7,13,0,8,7,10,1,Lobby 2,Semifinals,7.0,0.0,11.0,0.0,Split_2
12.0,DSR,27,3,1,15,0,11,0,1,4,Lobby 2,Semifinals,16.0,0.0,14.0,0.0,Split_2
13.0,Landry,23,5,6,7,1,7,2,11,0,Lobby 2,Semifinals,17.0,3.0,17.0,0.0,Split_2
14.0,EXAgents,22,4,1,5,3,19,0,8,3,Lobby 2,Semifinals,15.0,3.0,16.0,0.0,Split_2
15.0,AE,19,9,5,9,6,16,0,18,0,Lobby 2,Semifinals,12.0,3.0,20.0,0.0,Split_2
16.0,Yin & Yang,16,10,2,17,0,12,0,14,3,Lobby 2,Semifinals,14.0,0.0,6.0,3.0,Split_2
17.0,CONT,15,14,2,10,0,18,1,9,1,Lobby 2,Semifinals,19.0,0.0,12.0,5.0,Split_2
18.0,Devil's Rejects,14,16,0,20,0,3,5,16,2,Lobby 2,Semifinals,20.0,0.0,18.0,0.0,Split_2
19.0,ZLB,14,7,0,16,0,5,2,17,0,Lobby 2,Semifinals,11.0,2.0,8.0,0.0,Split_2
20.0,UNDOGS,9,17,0,14,2,10,2,19,0,Lobby 2,Semifinals,18.0,0.0,19.0,2.0,Split_2
1.0,WING,76,2,9,14,0,14,5,1,11,Lobby 1,Finals,4.0,4.0,1.0,7.0,Split_2
2.0,TPM,66,6,7,4,14,3,7,6,4,Lobby 1,Finals,13.0,2.0,3.0,6.0,Split_2
3.0,North,65,3,7,8,0,1,11,15,0,Lobby 1,Finals,1.0,10.0,10.0,1.0,Split_2
4.0,SHEESH,57,18,2,16,0,4,4,5,13,Lobby 1,Finals,5.0,3.0,2.0,13.0,Split_2
5.0,RDM,48,9,0,10,7,10,4,2,6,Lobby 1,Finals,2.0,7.0,18.0,0.0,Split_2
6.0,FBOSS,43,4,2,1,5,15,0,9,3,Lobby 1,Finals,9.0,8.0,15.0,2.0,Split_2
7.0,HVND,39,13,3,12,6,2,11,17,0,Lobby 1,Finals,8.0,5.0,13.0,0.0,Split_2
8.0,ASUR,37,1,9,9,0,5,3,11,1,Lobby 1,Finals,7.0,2.0,19.0,0.0,Split_2
9.0,HVNDS,36,15,0,2,14,17,0,4,1,Lobby 1,Finals,10.0,0.0,7.0,1.0,Split_2
10.0,AST,34,16,1,13,0,16,4,3,4,Lobby 1,Finals,16.0,3.0,4.0,9.0,Split_2
11.0,MM,26,17,0,6,2,6,0,16,3,Lobby 1,Finals,3.0,8.0,16.0,0.0,Split_2
12.0,RL,26,7,4,3,0,7,3,13,2,Lobby 1,Finals,15.0,1.0,12.0,0.0,Split_2
13.0,SKSQ,23,10,5,5,2,13,0,14,1,Lobby 1,Finals,18.0,0.0,9.0,5.0,Split_2
14.0,iRL,20,5,4,7,4,18,0,18,3,Lobby 1,Finals,14.0,1.0,20.0,0.0,Split_2
15.0,CDE,15,19,0,17,0,11,0,20,0,Lobby 1,Finals,6.0,2.0,8.0,7.0,Split_2
16.0,UNDD,14,14,1,19,0,8,2,10,2,Lobby 1,Finals,12.0,0.0,6.0,0.0,Split_2
17.0,ChadP,12,12,1,11,1,9,3,19,0,Lobby 1,Finals,19.0,0.0,11.0,2.0,Split_2
18.0,BBB,10,11,2,18,0,12,1,8,1,Lobby 1,Finals,20.0,0.0,14.0,1.0,Split_2
19.0,POSKITINO,10,8,0,15,0,20,0,12,0,Lobby 1,Finals,17.0,0.0,5.0,2.0,Split_2
20.0,TRP,8,20,0,20,0,19,0,7,0,Lobby 1,Finals,11.0,2.0,17.0,2.0,Split_2
1.0,EQ,72,6,10,12,4,1,23,1,7,Lobby 1,Quarterfinals,,,,,Split_2
2.0,SDO,47,3,7,1,11,8,4,7,1,Lobby 1,Quarterfinals,,,,,Split_2
3.0,TPM,39,4,5,3,4,19,1,4,12,Lobby 1,Quarterfinals,,,,,Split_2
4.0,FBOSS,37,1,11,4,3,14,1,12,3,Lobby 1,Quarterfinals,,,,,Split_2
5.0,EX,31,7,1,18,0,4,4,2,9,Lobby 1,Quarterfinals,,,,,Split_2
6.0,BABL,31,2,8,16,0,2,1,14,3,Lobby 1,Quarterfinals,,,,,Split_2
7.0,GSG,25,13,0,6,5,6,6,5,3,Lobby 1,Quarterfinals,,,,,Split_2
8.0,ABST,24,10,0,2,8,9,2,11,0,Lobby 1,Quarterfinals,,,,,Split_2
9.0,ZLB,20,5,1,10,2,3,4,18,0,Lobby 1,Quarterfinals,,,,,Split_2
10.0,Neko Arc,16,12,3,8,8,17,0,9,0,Lobby 1,Quarterfinals,,,,,Split_2
11.0,UORG,14,8,3,15,1,10,4,15,0,Lobby 1,Quarterfinals,,,,,Split_2
12.0,ABW,14,11,0,5,0,18,0,6,6,Lobby 1,Quarterfinals,,,,,Split_2
13.0,Miami,13,16,3,11,1,16,0,8,6,Lobby 1,Quarterfinals,,,,,Split_2
14.0,Stoop,13,20,0,19,3,11,0,3,2,Lobby 1,Quarterfinals,,,,,Split_2
15.0,OSU Esports,10,18,0,13,2,5,2,19,1,Lobby 1,Quarterfinals,,,,,Split_2
16.0,ill,9,19,0,9,5,15,1,16,0,Lobby 1,Quarterfinals,,,,,Split_2
17.0,B&C,9,9,2,17,0,7,0,10,0,Lobby 1,Quarterfinals,,,,,Split_2
18.0,PÂTÉ,8,15,3,14,1,13,1,17,0,Lobby 1,Quarterfinals,,,,,Split_2
19.0,TSin,5,14,1,20,1,20,0,13,1,Lobby 1,Quarterfinals,,,,,Split_2
20.0,Tuguy,5,17,0,7,0,12,1,20,0,Lobby 1,Quarterfinals,,,,,Split_2
1.0,CCE UCX,54,3,2,3,6,6,4,2,16,Lobby 2,Quarterfinals,,,,,Split_2
2.0,MM,53,1,8,4,2,1,13,15,0,Lobby 2,Quarterfinals,,,,,Split_2
3.0,BBB,40,8,5,11,5,3,7,3,6,Lobby 2,Quarterfinals,,,,,Split_2
4.0,CDE,36,16,0,1,9,8,4,4,4,Lobby 2,Quarterfinals,,,,,Split_2
5.0,IRONIC,34,12,5,6,2,2,6,6,5,Lobby 2,Quarterfinals,,,,,Split_2
6.0,OYO,27,2,6,13,1,4,0,10,3,Lobby 2,Quarterfinals,,,,,Split_2
7.0,North,25,11,1,9,4,15,0,1,4,Lobby 2,Quarterfinals,,,,,Split_2
8.0,iRL,22,4,7,15,7,14,1,17,0,Lobby 2,Quarterfinals,,,,,Split_2
9.0,ING,22,19,0,20,0,5,10,5,4,Lobby 2,Quarterfinals,,,,,Split_2
10.0,CIMJ,22,7,7,10,2,10,4,9,0,Lobby 2,Quarterfinals,,,,,Split_2
11.0,laundro,18,10,4,7,6,16,0,7,0,Lobby 2,Quarterfinals,,,,,Split_2
12.0,RAWR,18,15,3,2,2,20,0,16,3,Lobby 2,Quarterfinals,,,,,Split_2
13.0,BlueCord,16,17,0,5,4,19,0,11,7,Lobby 2,Quarterfinals,,,,,Split_2
14.0,Anfield,11,5,1,8,0,12,2,13,0,Lobby 2,Quarterfinals,,,,,Split_2
15.0,Easy,10,13,3,12,0,13,3,14,0,Lobby 2,Quarterfinals,,,,,Split_2
16.0,cleevlund roxs,8,14,1,17,0,7,3,20,0,Lobby 2,Quarterfinals,,,,,Split_2
17.0,PredX,7,18,0,14,3,17,1,12,1,Lobby 2,Quarterfinals,,,,,Split_2
18.0,Adolla,6,6,0,18,3,18,0,19,0,Lobby 2,Quarterfinals,,,,,Split_2
19.0,RLP,6,20,0,16,1,11,0,8,2,Lobby 2,Quarterfinals,,,,,Split_2
20.0,LNT,5,9,1,19,0,9,0,18,0,Lobby 2,Quarterfinals,,,,,Split_2
1.0,TRP,67,9,4,1,13,1,14,14,9,Lobby 3,Quarterfinals,,,,,Split_2
2.0,RDM,50,2,2,3,12,3,10,6,0,Lobby 3,Quarterfinals,,,,,Split_2
3.0,BRB,44,17,0,4,9,2,7,3,7,Lobby 3,Quarterfinals,,,,,Split_2
4.0,AE,44,5,5,2,3,4,3,2,6,Lobby 3,Quarterfinals,,,,,Split_2
5.0,RT,35,4,3,6,5,13,0,1,6,Lobby 3,Quarterfinals,,,,,Split_2
6.0,ShameAssist,26,10,3,12,0,5,3,4,8,Lobby 3,Quarterfinals,,,,,Split_2
7.0,HVND,25,3,10,7,4,15,0,19,0,Lobby 3,Quarterfinals,,,,,Split_2
8.0,CBM,20,13,7,5,0,9,1,12,4,Lobby 3,Quarterfinals,,,,,Split_2
9.0,AST,18,6,8,13,1,11,0,9,2,Lobby 3,Quarterfinals,,,,,Split_2
10.0,Lyfe,17,1,4,20,0,16,0,18,1,Lobby 3,Quarterfinals,,,,,Split_2
11.0,CPS,16,18,0,10,3,8,6,7,0,Lobby 3,Quarterfinals,,,,,Split_2
12.0,FHR,12,7,1,16,0,10,4,11,1,Lobby 3,Quarterfinals,,,,,Split_2
13.0,CONT,10,20,0,15,0,7,4,10,0,Lobby 3,Quarterfinals,,,,,Split_2
14.0,CRB,9,16,0,11,1,17,0,8,5,Lobby 3,Quarterfinals,,,,,Split_2
15.0,HS10K,9,15,0,19,0,20,0,5,4,Lobby 3,Quarterfinals,,,,,Split_2
16.0,832,8,19,0,18,0,6,4,16,1,Lobby 3,Quarterfinals,,,,,Split_2
17.0,Excel,8,11,0,9,0,14,3,15,0,Lobby 3,Quarterfinals,,,,,Split_2
18.0,HaZarD,7,14,3,17,2,19,0,13,0,Lobby 3,Quarterfinals,,,,,Split_2
19.0,tgt,6,12,1,8,1,12,0,17,0,Lobby 3,Quarterfinals,,,,,Split_2
20.0,Anarchy,3,8,0,14,0,18,0,20,0,Lobby 3,Quarterfinals,,,,,Split_2
1.0,SHEESH,66,6,8,4,8,1,16,2,5,Lobby 4,Quarterfinals,,,,,Split_2
2.0,SKSQ,51,10,3,13,3,2,4,1,17,Lobby 4,Quarterfinals,,,,,Split_2
3.0,UNDOGS,40,7,4,2,9,19,0,3,8,Lobby 4,Quarterfinals,,,,,Split_2
4.0,HC,39,2,13,5,4,7,6,19,0,Lobby 4,Quarterfinals,,,,,Split_2
5.0,MH,37,1,11,9,6,18,0,13,5,Lobby 4,Quarterfinals,,,,,Split_2
6.0,Guppies,35,3,6,18,2,5,5,4,6,Lobby 4,Quarterfinals,,,,,Split_2
7.0,VOID,27,5,1,1,7,13,1,11,0,Lobby 4,Quarterfinals,,,,,Split_2
8.0,YFP,23,18,0,3,10,15,2,15,2,Lobby 4,Quarterfinals,,,,,Split_2
9.0,ASUR,21,8,5,7,0,3,2,8,0,Lobby 4,Quarterfinals,,,,,Split_2
10.0,WING,20,15,0,16,5,6,6,5,1,Lobby 4,Quarterfinals,,,,,Split_2
11.0,TS,18,14,0,8,0,8,3,6,7,Lobby 4,Quarterfinals,,,,,Split_2
12.0,Shadow Point,12,11,0,10,1,10,3,9,1,Lobby 4,Quarterfinals,,,,,Split_2
13.0,Revenge,12,4,3,14,0,12,1,14,0,Lobby 4,Quarterfinals,,,,,Split_2
14.0,FA,8,17,0,17,0,14,1,10,4,Lobby 4,Quarterfinals,,,,,Split_2
15.0,Vortex CGO,8,12,1,12,0,17,2,7,0,Lobby 4,Quarterfinals,,,,,Split_2
16.0,Raging Clue,8,13,0,15,0,4,0,12,0,Lobby 4,Quarterfinals,,,,,Split_2
17.0,LFBois,7,20,0,20,0,9,5,18,0,Lobby 4,Quarterfinals,,,,,Split_2
18.0,ChadP,5,9,0,11,2,16,0,16,0,Lobby 4,Quarterfinals,,,,,Split_2
19.0,Patrón,5,19,0,6,1,11,0,17,0,Lobby 4,Quarterfinals,,,,,Split_2
20.0,Rodents,0,16,0,19,0,20,0,20,0,Lobby 4,Quarterfinals,,,,,Split_2
1.0,GSG,78,1,8,10,2,6,3,2,9,Lobby 1,Semifinals,1.0,11.0,4.0,2.0,Split_2
2.0,MM,66,6,5,1,10,16,0,6,11,Lobby 1,Semifinals,8.0,11.0,5.0,5.0,Split_2
3.0,TPM,61,14,4,16,0,13,2,1,9,Lobby 1,Semifinals,3.0,4.0,1.0,9.0,Split_2
4.0,ZLB,50,2,9,11,3,3,3,3,1,Lobby 1,Semifinals,6.0,4.0,8.0,1.0,Split_2
5.0,North,46,10,1,2,3,1,14,19,0,Lobby 1,Semifinals,11.0,0.0,14.0,3.0,Split_2
6.0,SDO,44,4,1,4,5,2,8,11,3,Lobby 1,Semifinals,17.0,0.0,7.0,4.0,Split_2
7.0,ING,41,3,5,5,3,5,8,14,0,Lobby 1,Semifinals,9.0,3.0,15.0,3.0,Split_2
8.0,EQ,39,15,4,17,0,14,4,4,5,Lobby 1,Semifinals,16.0,0.0,2.0,10.0,Split_2
9.0,CCE UCX,38,5,6,6,13,8,6,16,0,Lobby 1,Semifinals,19.0,0.0,10.0,2.0,Split_2
10.0,iRL,30,7,9,3,5,12,0,15,2,Lobby 1,Semifinals,15.0,1.0,19.0,0.0,Split_2
11.0,ABST,29,17,0,13,0,11,0,18,0,Lobby 1,Semifinals,2.0,7.0,3.0,4.0,Split_2
12.0,OYO,24,11,3,19,0,4,5,13,2,Lobby 1,Semifinals,7.0,0.0,9.0,2.0,Split_2
13.0,CIMJ,23,16,2,14,3,9,2,7,3,Lobby 1,Semifinals,14.0,4.0,17.0,2.0,Split_2
14.0,EX,23,13,0,18,0,7,1,8,3,Lobby 1,Semifinals,5.0,2.0,6.0,4.0,Split_2
